<tdmsfile>
#17:ph08[1003]
나트륨	나트륨/ncn
책은	책/ncn+은/jxc
분사된	분사/ncpa+되/xsv+ㄴ/etm
공기의	공기/ncn+의/jcm
엷은	엷/paa+은/etm
막	막/ncn
위를	위/ncn+를/jco
마찰없이	마찰/ncn+없/paa+이/xsa
움직이게	움직이/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
#16:ph05[23]
4	4/nno
장에서	장/nbu+에서/jca
논의했듯이	논의/ncpa+하/xsv+었/ep+듯이/ecs
만약	만약/mag
입자의	입자/ncn+의/jcm
속력이	속력/ncn+이/jcs
빛의	빛/ncn+의/jcm
속력에	속력/ncn+에/jca
비해	비하/pvg+어/ecs
무시못할	무시/ncn+못/mag+하/pvg+ㄹ/etm
크기라면	크기/ncn+라/ef+면/ecs
Newton	Newton/f
역학은	역학/ncn+은/jxc
Einstein	Einstein/f
의	의/jcm
특수상대론으로	특수/ncn+상대/ncn+론/xsn+으로/jca
대치되어야	대치/ncpa+되/xsv+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
#16:ph05[1]
흔히	흔히/mag
볼	보/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
자동차	자동/ncn+차/ncn
,	,/sp
야구공	야구/ncn+공/ncn
,	,/sp
고양이	고양이/ncn
같은	같/paa+은/etm
물체의	물체/ncn+의/jcm
속도가	속도/ncn+가/jcs
자주	자주/mag
바뀌는	바뀌/pvg+는/etm
것을	것/nbn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#16:ph03[306]
한	한/nnc
해군제독이	해군/ncn+제독/ncn+이/jcs
Cape	Cape/f
Canaveral	Canaveral/f
에서	에서/jca
이들을	이/npd+들/xsn+을/jco
전송한	전송/ncpa+하/xsv+ㄴ/etm
후	후/ncn
태평양으로	태평양/nq+으로/jca
이들을	이/npd+들/xsn+을/jco
데리러	데리/pvg+러/ecs
갔을	가/pvg+았/ep+을/etm
때	때/ncn
우주인들과	우주/ncn+인/xsn+들/xsn+과/jcj
해군제독의	해군/ncn+제독/ncn+의/jcm
변위를	변위/ncn+를/jco
비교하여라	비교/ncpa+하/xsv+여라/ef
.	./sf
#16:ph03[286]
문제를	문제/ncn+를/jco
쉽게할	쉽/paa+게/ecx+하/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
좌표계를	좌표/ncn+계/xsn+를/jco
설정하여	설정/ncpa+하/xsv+여/ecs
풀수	풀/pvg+ㄹ/etm+수/nbn
있고	있/paa+고/ecx
좌표계	좌표/ncn+계/xsn.
설정은	설정/ncn+은/jxc
물리적	물리/ncn+적/xsn
결과에	결과/ncn+에/jca
아무런	아무렇/pad+ㄴ/etm
영향을	영향/ncn+을/jco
주지	주/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
#16:ph03[261]
(	(/sl
2	2/nnc
)	)/sr
벡터곱의	벡터/ncn+곱/ncn+의/jcm
방향을	방향/ncn+을/jco
구할	구하/pvg+ㄹ/etm
때	때/ncn
오른손을	오른손/ncn+을/jco
써야하는데	쓰/pvg+어야/ecs+하/px+는데/ecs
오른손에	오른손/ncn+에/jca
연필이나	연필/ncn+이나/jcj
계산기를	계산/ncn+기/xsn+를/jco
들고	들/pvg+고/ecx
있어서	있/px+어서/ecs
어려움을	어려움/ncn+을/jco
겪을	겪/pvg+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#16:ph03[163]
출발점에서	출발/ncn+점/ncn+에서/jca
36	36/nnc
km	km/su
동쪽에	동쪽/ncn+에/jca
있는	있/paa+는/etm
A	A/f
점으로	점/ncn+으로/jca
간	가/pvg+ㄴ/etm
뒤	뒤/ncn
45	45/nnc
km	km/su
북쪽에	북쪽/ncn+에/jca
있는	있/paa+는/etm
B	B/f
점을	점/ncn+을/jco
통과해서	통과/ncpa+하/xsv+어서/ecs
북서쪽으로	북서쪽/ncn+으로/jca
25	25/nnc
km	km/su
에	에/jca
위치한	위치/ncpa+하/xsv+ㄴ/etm
C	C/f
점으로	점/ncn+으로/jca
간다	가/pvg+ㄴ다/ef
.	./sf
#16:ph03[79]
벡터	벡터/ncn
a	a/f
의	의/jcm
양끝에서	양끝/ncn+에서/jca
좌표축을	좌표/ncn+축/ncn+을/jco
향해서	향하/pvg+어서/ecs
수직선을	수직/ncn+선/ncn+을/jco
그리면	그리/pvg+면/ecs
a_	a_/f
{	{/sl
x	x/f
}	}/sr
와	와/jcj
a_	a_/f
{	{/sl
y	y/f
}	}/sr
가	가/jcs
그려지고	그리/pvg+어/ecx+지/px+고/ecc
이것들은	이것/npd+들/xsn+은/jxc
벡터	벡터/ncn
a	a/f
의	의/jcm
축방향의	축/ncn+방향/ncn+의/jcm
성분들이	성분/ncn+들/xsn+이/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
#16:ph03[39]
그림	그림/ncn
(	(/sl
3	3/nno
-	-/sd
3	3/nno
b	b/f
)	)/sr
에서	에서/jca
그림	그림/ncn
(	(/sl
3	3/nno
-	-/sd
3	3/nno
a	a/f
)	)/sr
의	의/jcm
벡터들을	벡터/ncn+들/xsn+을/jco
다시	다시/mag
그리고	그리고/maj
지금부터	지금/ncn+부터/jxc
사용할	사용/ncpa+하/xsv+ㄹ/etm
규칙대로	규칙/ncn+대로/jxc
두꺼운	두껍/paa+ㄴ/etm
글자	글자/ncn
501037730       <                       </sl
b	b/f
>	>/sr
a	a/f
,	,/sp
b	b/f
501037790       </                      </sl+//sp
b	b/f
>	>/sr
또는	또는/maj
501037830       <                       </sl
b	b/f
>	>/sr
s	s/f
501037870       </                      </sl+//sp
b	b/f
>	>/sr
로	로/jca
썼다	쓰/pvg+었/ep+다/ef
.	./sf
#16:ph02[1058]
내가	내/npp+가/jcs
가던	가/pvg+던/etm
3	3/nnc
km	km/su
정도의	정도/ncn+의/jcm
길뿐만	길/ncn+뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
이	이/mmd
길과	길/ncn+과/jcj
평행한	평행/ncps+하/xsm+ㄴ/etm
다섯	다섯/nnc
개의	개/nbu+의/jcm
간선도로에서까지	간선/ncn+도로/ncn+에서/jca+까지/jxc
모든	모든/mma
차량이	차량/ncn+이/jcs
거의	거의/mag
서버렸다	서/pvg+어/ecx+버리/px+었/ep+다/ef
.	./sf
#16:ph02[1049]
또한	또한/maj
선두차가	선두/ncn+차/ncn+가/jcs
다음	다음/ncn
교차로에	교차/ncn+로/xsn+에/jca
도착하기	도착/ncpa+하/xsv+기/etn
몇	몇/mma
초	초/nbu
전에	전/ncn+에/jca
교차로의	교차/ncn+로/xsn+의/jcm
신호가	신호/ncn+가/jcs
청색으로	청색/ncn+으로/jca
바뀌는	바뀌/pvg+는/etm
것도	것/nbn+도/jxc
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#16:ph02[1043]
이	이/mmd
차가	차/ncn+가/jcs
황색신호	황색/ncn+신호/ncn
때	때/ncn
교차로를	교차/ncn+로/xsn+를/jco
빠져	빠지/pvg+어/ecs
나갈	나가/pvg+ㄹ/etm
수	수/nbn
있으려면	있/paa+으려/ecs+면/ecs
두	두/nnc
교차로의	교차/ncn+로/xsn+의/jcm
청색신호를	청색/ncn+신호/ncn+를/jco
어떤	어떤/mmd
시간간격으로	시간/ncn+간격/ncn+으로/jca
바꾸어야	바꾸/pvg+어야/ecs
하는가	하/pvg+는가/ef
?	?/sf
#16:ph02[1035]
물론	물론/mag
선두차량이	선두/ncn+차량/ncn+이/jcs
가속되는	가속/ncpa+되/xsv+는/etm
동안에도	동안/ncn+에/jca+도/jxc
일정한	일정/ncps+하/xsm+ㄴ/etm
거리를	거리/ncn+를/jco
이동할	이동/ncpa+하/xsv+ㄹ/etm
것이지만	것/nbn+이/jp+지만/ecs
그	그/mmd
거리는	거리/ncn+는/jxc
v_	v_/f
{	{/sl
p	p/f
}	}/sr
로	로/jca
주행할	주행/ncpa+하/xsv+ㄹ/etm
때	때/ncn
보다	보다/jca
적을	적/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
#16:ph02[467]
그러나	그러나/maj
전자에서	전자/ncn+에서/jca
원자로	원자/ncn+로/jca
그리고	그리고/maj
야구공과	야구/ncn+공/ncn+과/jcj
자동차로	자동/ncn+차/ncn+로/jca
옮겨갈수록	옮기/pvg+어/ecs+가/pvg+ㄹ수록/ecs
양자화라는	양자/ncn+화/xsn+라/ef+는/etm
사실은	사실/ncn+은/jxc
점차로	점차로/mag
희미해지고	희미/ncps+하/xsm+어/ecx+지/px+고/ecc
마지막에는	마지막/ncn+에/jca+는/jxc
양자화의	양자/ncn+화/xsn+의/jcm
의미가	의미/ncn+가/jcs
없어지게	없/paa+어/ecx+지/px+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
#16:ph02[463]
양자화는	양자/ncn+화/xsn+는/jxc
자연에서	자연/ncn+에서/jca
가장	가장/mag
중심이	중심/ncn+이/jcc
되는	되/pvg+는/etm
개념이며	개념/ncn+이/jp+며/ecc
다른	다르/paa+ㄴ/etm
물리량들도	물리/ncn+량/ncn+들/xsn+도/jxc
미시세계에서	미시/ncn+세계/ncn+에서/jca
보면	보/pvg+면/ecs
양자화되어	양자/ncn+화/xsn+되/xsv+어/ecx
있음을	있/px+음/etn+을/jco
곧	곧/maj
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#16:ph02[310]
그런	그런/mmd
다음	다음/ncn
표	표/ncn
(	(/sl
2	2/nno
-	-/sd
2	2/nno
)	)/sr
로부터	로/jca+부터/jxc
이용할	이용/ncpa+하/xsv+ㄹ/etm
방정식을	방정/ncn+식/ncn+을/jco
취하고	취하/pvg+고/ecc
미지의	미지/ncn+의/jcm
양양을	양양/ncn+을/jco
얻기	얻/pvg+기/etn
위해	위하/pvg+어/ecs
세	세/nnc
개의	개/nbu+의/jcm
주어진	주/pvg+어/ecx+지/px+ㄴ/etm
양을	양/ncn+을/jco
대입한다	대입/ncpa+하/xsv+ㄴ다/ef
.	./sf
#16:ph02[235]
과연	과연/mag
최종속력	최종/ncn+속력/ncn
,	,/sp
경과시간	경과/ncn+시간/ncn
,	,/sp
또는	또는/maj
다른	다르/paa+ㄴ/etm
물리량	물리/ncn+량/ncn
중	중/nbn
어느	어느/mmd
것에	것/nbn+에/jca
의해	의하/pvg+어/ecs
더	더/mag
짜릿하게	짜릿/ncps+하/xsm+게/ecs
느끼는가를	느끼/pvg+는가/ef+를/jco
판단할	판단/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는가	있/paa+는가/ef
?	?/sf
#16:ph02[215]
그림	그림/ncn
(	(/sl
2	2/nno
-	-/sd
6	6/nno
)	)/sr
의	의/jcm
밑	밑/ncn
부분에	부분/ncn+에/jca
그려진	그리/pvg+어/ecx+지/px+ㄴ/etm
그림은	그림/ncn+은/jxc
승강기를	승강/ncn+기/xsn+를/jco
탈	타/pvg+ㄹ/etm
때	때/ncn
느낄	느끼/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
느낌을	느낌/ncn+을/jco
대충	대충/mag
그린	그리/pvg+ㄴ/etm
그림들이다	그림/ncn+들/xsn+이/jp+다/ef
.	./sf
#16:ph02[180]
한편	한편/maj
왼쪽으로	왼쪽/ncn+으로/jca
향하는	향하/pvg+는/etm
네	네/nnc
화살표들은	화살표/ncn+들/xsn+은/jxc
모두	모두/mag
x	x/f
의	의/jcm
감소	감소/ncn
,	,/sp
즉	즉/maj
501039740       <                       </sl
TEX	TEX/f
>$\	>/sr+$/su+\/sp
Delta	Delta/f
x	x/f
501039790       $</                     $/su+</sl+//sp
TEX	TEX/f
>	>/sr
가	가/jcs
음의	음/ncn+의/jcm
값을	값/ncn+을/jco
갖는다는	갖/pvg+는다/ef+는/etm
것을	것/nbn+을/jco
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf
#16:ph02[177]
축	축/ncn
위의	위/ncn+의/jcm
눈금을	눈금/ncn+을/jco
이용하면	이용/ncpa+하/xsv+면/ecs
-	-/sd
40	40/nnc
m	m/su
는	는/etm
-	-/sd
10	10/nnc
m	m/su
보다	보다/jca
작으며	작/paa+으며/ecs
이들	이/npd+들/xsn
둘은	둘/nnc+은/jxc
모두	모두/mag
20	20/nnc
m	m/su
보다	보다/jca
작다는	작/paa+다/ef+는/etm
것을	것/nbn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#16:ph02[133]
이들은	이/npd+들/xsn+은/jxc
모두	모두/mag
유효숫자가	유효/ncps+숫자/ncn+가/jcs
세	세/nnc
자리이지만	자리/ncn+이/jp+지만/ecs
이들의	이/npd+들/xsn+의/jcm
소수자리는	소수/ncn+자리/ncn+는/jxc
각각	각각/mag
한	한/nnc
자리	자리/ncn
,	,/sp
두	두/nnc
자리	자리/ncn
,	,/sp
세	세/nnc
자리	자리/ncn
,	,/sp
다섯	다섯/nnc
자리이다	자리/ncn+이/jp+다/ef
.	./sf
#16:ph02[108]
각	각/mma
그래프에서	그래프/ncn+에서/jca
수직축	수직/ncn+축/ncn
상의	상/ncn+의/jcm
변수는	변수/ncn+는/jxc
원점을	원점/ncn+을/jco
기준으로	기준/ncn+으로/jca
한	하/pvg+ㄴ/etm
운동하는	운동/ncpa+하/xsv+는/etm
입자의	입자/ncn+의/jcm
위치	위치/ncn
x	x/f
이며	이/jp+며/ecc
,	,/sp
위쪽이	위/ncn+쪽/nbn+이/jcs
x	x/f
가	가/jcs
증가하는	증가/ncpa+하/xsv+는/etm
방향이다	방향/ncn+이/jp+다/ef
.	./sf
#16:ph02[58]
한편	한편/maj
승합차의	승합/ncn+차/ncn+의/jcm
운전시간을	운전/ncn+시간/ncn+을/jco
얻기	얻/pvg+기/etn
위해	위하/pvg+어/ecs
식	식/ncn
(	(/sl
2	2/nno
-	-/sd
2	2/nno
)	)/sr
를	를/jco
바꿔	바꾸/pvg+어/ecs
쓰고	쓰/pvg+고/ecc
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
자료를	자료/ncn+를/jco
넣으면	넣/pvg+으면/ecs
경과	경과/ncn
시간은	시간/ncn+은/jxc
다음과	다음/ncn+과/jct
같다	같/paa+다/ef
.	./sf
#16:ph02[32]
(	(/sl
1	1/nno
)	)/sr
변위의	변위/ncn+의/jcm
크기는	크기/ncn+는/jxc
처음위치와	처음/ncn+위치/ncn+와/jcj
나중위치	나중/ncn+위치/ncn
사이의	사이/ncn+의/jcm
거리이며	거리/ncn+이/jp+며/ecc
(	(/sl
2	2/nno
)	)/sr
축	축/ncn
위에서	위/ncn+에서/jca
처음위치로부터	처음/ncn+위치/ncn+로/jca+부터/jxc
나중위치로의	나중/ncn+위치/ncn+로/jca+의/jcm
방향은	방향/ncn+은/jxc
양이나	양/ncn+이나/jcj
음의	음/ncn+의/jcm
부호로	부호/ncn+로/jca
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf
#16:ph02[21]
그리고	그리고/maj
만일	만일/mag
입자가	입자/ncn+가/jcs
x	x/f
=-	=/sy+-/sy
5	5/nnc
m	m/su
에	에/jca
놓여	놓이/pvg+어/ecx
있다면	있/px+다/ef+면/ecs
입자가	입자/ncn+가/jcs
원점으로부터	원점/ncn+으로/jca+부터/jxc
음의	음/ncn+의/jcm
방향으로	방향/ncn+으로/jca
5	5/nnc
m	m/su
떨어진	떨어지/pvg+ㄴ/etm
곳에	곳/ncn+에/jca
있다는	있/paa+다/ef+는/etm
것을	것/nbn+을/jco
뜻한다	뜻/ncpa+하/xsv+ㄴ다/ef
.	./sf
#16:ph02[20]
예를	예/ncn+를/jco
들어	들/pvg+어/ecs
입자가	입자/ncn+가/jcs
x	x/f
=	=/sy
5	5/nnc
m	m/su
에	에/jca
놓여	놓이/pvg+어/ecx
있다면	있/px+다/ef+면/ecs
이것은	이것/npd+은/jxc
입자가	입자/ncn+가/jcs
원점으로부터	원점/ncn+으로/jca+부터/jxc
양의	양/ncn+의/jcm
방향으로	방향/ncn+으로/jca
5	5/nnc
m	m/su
떨어진	떨어지/pvg+ㄴ/etm
곳에	곳/ncn+에/jca
있다는	있/paa+다/ef+는/etm
것을	것/nbn+을/jco
뜻한다	뜻/ncpa+하/xsv+ㄴ다/ef
.	./sf
#16:ph02[11]
대답에	대답/ncn+에/jca
앞서	앞서/mag
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
세	세/nnc
가지	가지/nbu
방향에	방향/ncn+에/jca
의해	의하/pvg+어/ecs
제한된	제한/ncpa+되/xsv+ㄴ/etm
운동에	운동/ncn+에/jca
관한	관하/pvg+ㄴ/etm
좀더	좀/mag+더/mag
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
성질들을	성질/ncn+들/xsn+을/jco
먼저	먼저/mag
알아보자	알/pvg+아/ecx+보/px+자/ef
.	./sf
#16:ph01[318]
어떤	어떤/mmd
방송국의	방송/ncn+국/xsn+의/jcm
시보에	시보/ncn+에/jca
맞추어	맞추/pvg+어/ecs
일주일	일/nnc+주일/nbu
동안	동안/ncn
매일	매일/ncn
정오에	정오/ncn+에/jca
기록한	기록/ncpa+하/xsv+ㄴ/etm
시계들의	시계/ncn+들/xsn+의/jcm
측정시각이	측정/ncn+시각/ncn+이/jcs
다음과	다음/ncn+과/jct
같이	같/paa+이/xsa
표에	표/ncn+에/jca
주어져	주/pvg+어/ecx+지/px+어/ecx
있다	있/px+다/ef
.	./sf
#16:ph01[267]
만일	만일/mag
각설탕의	각설탕/ncn+의/jcm
분자	분자/ncn
하나를	하나/nnc+를/jco
넣을	넣/pvg+을/etm
수	수/nbn
있는	있/paa+는/etm
정육면체	정육면체/ncn
상자가	상자/ncn+가/jcs
있다면	있/paa+다/ef+면/ecs
이	이/mmd
상자의	상자/ncn+의/jcm
한	한/nnc
변의	변/ncn+의/jcm
길이는	길이/ncn+는/jxc
얼마이겠는가	얼마/ncn+이/jp+겠/ep+는가/ef
?	?/sf
#16:ph01[178]
이들	이/npd+들/xsn
표준은	표준/ncn+은/jxc
기초	기초/ncn
물리량	물리/ncn+량/ncn
및	및/maj
이들로부터	이/npd+들/xsn+로/jca+부터/jxc
유도되는	유도/ncpa+되/xsv+는/etm
물리량	물리/ncn+량/ncn
모두를	모두/ncn+를/jco
위한	위하/pvg+ㄴ/etm
모든	모든/mma
물리적인	물리/ncn+적/xsn+이/jp+ㄴ/etm
측정의	측정/ncn+의/jcm
기초를	기초/ncn+를/jco
이루고	이루/pvg+고/ecx
있다	있/px+다/ef
.	./sf
#16:ph01[142]
표	표/ncn
(	(/sl
1	1/nno
-	-/sd
4	4/nno
)	)/sr
에는	에/jca+는/jxc
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
자료	자료/ncn
가운데	가운데/ncn
가장	가장/mag
불안정한	불/xp+안정/ncpa+하/xsv+ㄴ/etm
소립자가	소립자/ncn+가/jcs
붕괴할	붕괴/ncpa+하/xsv+ㄹ/etm
때까지의	때/ncn+까지/jxc+의/jcm
평균수명이	평균/ncn+수명/ncn+이/jcs
약	약/mma
10	10/nnc
^{-	^/sy+{/sl+-/sy
23	23/nnc
}	}/sr
s	s/su
라는	라/ef+는/etm
사실이	사실/ncn+이/jcs
포함되어	포함/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
#16:ph01[137]
Isaac	Isaac/f
Asimov	Asimov/f
는	는/jxc
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
가장	가장/mag
빠른	빠르/paa+ㄴ/etm
속도와	속도/ncn+와/jcj
측정	측정/ncn
가능한	가능/ncps+하/xsm+ㄴ/etm
가장	가장/mag
짧은	짧/paa+은/etm
길이에	길이/ncn+에/jca
바탕을	바탕/ncn+을/jco
둔	두/pvg+ㄴ/etm
시간	시간/ncn
단위를	단위/ncn+를/jco
제안하였다	제안/ncpa+하/xsv+였/ep+다/ef
.	./sf
#17:ph01[91]
오늘날의	오늘날/ncn+의/jcm
첨단과학과	첨단/ncn+과학/ncn+과/jcj
기술에서는	기술/ncn+에서/jca+는/jxc
미터원기에	미터/ncn+원기/ncn+에/jca
새겨져	새기/pvg+어/ecx+지/px+어/ecx
있는	있/px+는/etm
가는	가늘/paa+ㄴ/etm
두	두/nnc
직선	직선/ncn
사이의	사이/ncn+의/jcm
길이보다	길이/ncn+보다/jca
더	더/mag
정확한	정확/ncps+하/xsm+ㄴ/etm
표준을	표준/ncn+을/jco
필요로	필요/ncn+로/jca
하게	하/pvg+게/ecs
되었다	되/pvg+었/ep+다/ef
.	./sf
#16:ph01[43]
매우	매우/mag
크거나	크/paa+거나/ecc
작은	작/paa+은/etm
측정량들을	측정/ncn+량/ncn+들/xsn+을/jco
다룰	다루/pvg+ㄹ/etm
때	때/ncn
더	더/mag
편리하게	편리/ncps+하/xsm+게/ecx
하기	하/px+기/etn
위해	위하/pvg+어/ecs
표	표/ncn
(	(/sl
1	1/nno
-	-/sd
2	2/nno
)	)/sr
에	에/jca
나타난	나타나/pvg+ㄴ/etm
접두어를	접두/ncn+어/xsn+를/jco
쓰기도	쓰/pvg+기/etn+도/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
#16:ph01[36]
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
501042980       <                       </sl
b	b/f
>	>/sr
와트	와트/ncn
501043020       </                      </sl+//sp
b	b/f
>(	>/sr+(/sr
기호로	기호/ncn+로/jca
W	W/su
)	)/sr
라고	라/ef+고/jcr
부르는	부르/pvg+는/etm
일률에	일률/ncn+에/jca
관한	관하/pvg+ㄴ/etm
SI	SI/f
단위는	단위/ncn+는/jxc
질량	질량/ncn
,	,/sp
길이	길이/ncn
및	및/maj
시간에	시간/ncn+에/jca
관한	관하/pvg+ㄴ/etm
기초단위에	기초/ncn+단위/ncn+에/jca
의해	의하/pvg+어/ecs
정의된다	정의/ncpa+되/xsv+ㄴ다/ef
.	./sf
#16:ph01[11]
그러나	그러나/maj
물리학에서는	물리/ncn+학/xsn+에서/jca+는/jxc
길이나	길이/ncn+나/jcj
압력과	압력/ncn+과/jct
같은	같/paa+은/etm
용어들을	용어/ncn+들/xsn+을/jco
정확하게	정확/ncps+하/xsm+게/ecs
정의하기	정의/ncpa+하/xsv+기/etn
때문에	때문/nbn+에/jca
이들의	이/npd+들/xsn+의/jcm
다소	다소/mag
모호한	모호/ncps+하/xsm+ㄴ/etm
일상적인	일상/ncn+적/xsn+이/jp+ㄴ/etm
의미와	의미/ncn+와/jcj
혼동해서는	혼동/ncpa+하/xsv+어서/ecs+는/jxc
안된다	안/mag+되/pvg+ㄴ다/ef
.	./sf
#15:ph08[1509]
나무토막의	나무/ncn+토막/ncn+의/jcm
위치가	위치/ncn+가/jcs
아래와	아래/ncn+와/jct
같을	같/paa+을/etm
때	때/ncn
이에	이/npd+에/jca
해당하는	해당/ncpa+하/xsv+는/etm
운동에너지	운동/ncn+에너지/ncn
,	,/sp
중력	중력/ncn
퍼텐셜에너지의	퍼텐셜에너지/ncn+의/jcm
변화	변화/ncn
그리고	그리고/maj
탄성	탄성/ncn
퍼텐셜에너지를	퍼텐셜에너지/ncn+를/jco
구하여라	구하/pvg+여라/ef
.	./sf
#15:ph08[1466]
이	이/mmd
막대들은	막대/ncn+들/xsn+은/jxc
회전축이	회전/ncn+축/ncn+이/jcs
회전함에	회전/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
축으로부터	축/ncn+으로/jca+부터/jxc
벌어져	벌어지/pvg+어/ecs
나갈	나가/pvg+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
다른	다르/paa+ㄴ/etm
끝이	끝/ncn+이/jcs
회전축에	회전/ncn+축/ncn+에/jca
고정되어	고정/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
#15:ph08[1373]
(	(/sl
b	b/f
)	)/sr
낮은	낮/paa+은/etm
봉우리에	봉우리/ncn+에/jca
도착했을	도착/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
스키	스키/ncn
선수가	선수/ncn+가/jcs
정지했다면	정지/ncpa+하/xsv+었/ep+다/ef+면/ecs
눈과	눈/ncn+과/jcj
스키	스키/ncn
사이의	사이/ncn+의/jcm
마찰계수는	마찰/ncn+계수/ncn+는/jxc
약	약/mma
얼마	얼마/mag
정도여야	정도/ncn+이/jp+어야/ecs
하는가	하/px+는가/ef
?	?/sf
#15:ph08[1345]
공에는	공/ncn+에/jca+는/jxc
공기저항력과	공기/ncn+저항/ncn+력/xsn+과/jcj
공	공/ncn
무게만이	무게/ncn+만/jxc+이/jcs
작용한다고	작용/ncpa+하/xsv+ㄴ다/ef+고/jcr
할	하/pvg+ㄹ/etm
때	때/ncn
이	이/mmd
공이	공/ncn+이/jcs
상승하는	상승/ncpa+하/xsv+는/etm
중에	중/nbn+에/jca
공기저항력이	공기/ncn+저항/ncn+력/xsn+이/jcs
한	하/pvg+ㄴ/etm
일은	일/ncn+은/jxc
얼마인가	얼마/ncn+이/jp+ㄴ가/ef
?	?/sf
#15:ph08[1284]
(	(/sl
a	a/f
)	)/sr
몸무게가	몸무게/ncn+가/jcs
90	90/nnc
kg	kg/su
인	이/jp+ㄴ/etm
등반가가	등반/ncn+가/xsn+가/jcs
해면	해면/ncn
높이에서	높이/ncn+에서/jca
정상까지	정상/ncn+까지/jxc
오르려면	오르/pvg+려면/ecs
중력	중력/ncn
(	(/sl
그의	그/npd+의/jcm
무게	무게/ncn
)	)/sr
에	에/jca
맞서	맞서/pvg+어/ecs
얼마의	얼마/ncn+의/jcm
에너지를	에너지/ncn+를/jco
사용해야	사용/ncpa+하/xsv+어야/ecs
하는가	하/px+는가/ef
?	?/sf
#15:ph08[1241]
(	(/sl
d	d/f
)	)/sr
에스컬레이터가	에스컬레이터/ncn+가/jcs
이	이/mmd
사람에게	사람/ncn+에게/jca
아무런	아무렇/pad+ㄴ/etm
일도	일/ncn+도/jxc
하지	하/pvg+지/ecx
않고	않/px+고/ecc
이	이/mmd
사람이	사람/ncn+이/jcs
걸을	걷/pvg+을/etm
수	수/nbn
있는	있/paa+는/etm
다른	다르/paa+ㄴ/etm
방법은	방법/ncn+은/jxc
무엇인가	무엇/npd+이/jp+ㄴ가/ef
?	?/sf
#15:ph08[1049]
한	한/nnc
고립된	고립/ncpa+되/xsv+ㄴ/etm
계에서	계/ncn+에서/jca
에너지는	에너지/ncn+는/jxc
한	한/nnc
상태에서	상태/ncn+에서/jca
다른	다르/paa+ㄴ/etm
상태로	상태/ncn+로/jca
변환될	변환/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있지만	있/paa+지만/ecs
계의	계/ncn+의/jcm
총에너지는	총/xp+에너지/ncn+는/jxc
항상	항상/mag
일정하다	일정/ncps+하/xsm+다/ef
.	./sf
#15:ph08[1011]
이	이/mmd
전이가	전이/ncn+가/jcs
그림	그림/ncn
(	(/sl
8	8/nno
-	-/sd
17	17/nno
)	)/sr
에	에/jca
화살표로	화살표/ncn+로/jca
표시되어	표시/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
#15:ph08[1008]
양자화와	양자/ncn+화/xsn+와/jcj
에너지	에너지/ncn
보존법칙이	보존/ncn+법칙/ncn+이/jcs
하나의	하나/nnc+의/jcm
고립된	고립/ncpa+되/xsv+ㄴ/etm
원자가	원자/ncn+가/jcs
빛을	빛/ncn+을/jco
방출하는	방출/ncpa+하/xsv+는/etm
과정을	과정/ncn+을/jco
얼마나	얼마나/mag
산뜻하게	산뜻/ncps+하/xsm+게/ecs
설명할	설명/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는지	있/paa+는지/ecs
살펴보자	살피/pvg+어/ecs+보/pvg+자/ef
.	./sf
#15:ph08[977]
이는	이/npd+는/jxc
작은	작/paa+은/etm
